zb_url,zb_zbmc,zb_yxlx,zb_fjmc,zb_gkrs
https://www.douyu.com/niushao,牛少,炉石传说,24H炉石影院,75
https://www.douyu.com/thanatosleft,Thanatosleftz,守望先锋,测试一波帧数,47
https://www.douyu.com/3181924,苏烟Iris,守望先锋,记不住规则  游戏再怎么简单也没用,38
https://www.douyu.com/1441497,丶只有我不在的街道,守望先锋,【街道】我滴麦克里真的强！,34
https://www.douyu.com/1696264,梨小雨orz,魔兽世界,德妹萌萌哒（o(≧v≦)o）,558
https://www.douyu.com/2002614,爽歪歪竞技,魔兽世界,来10-20钥匙 JJC一天300E,555
https://www.douyu.com/2536871,GaGa一Le,魔兽世界,小冉DH 透过窗户看你的表演,554
https://www.douyu.com/3294783,wollity的糖水店,魔兽世界,开波车，滴滴滴,536
https://www.douyu.com/2603788,Leif丶影帝,DNF,影帝:无时装宠物全图40多秒姿势提供参考,2126
https://www.douyu.com/1341367,蛋蛋魔,DNF,蛋蛋魔:不搬20年套不改房名了!,2123
https://www.douyu.com/338568,全能黑武惜别,DNF,全能PK惜别：全职业黄金pk,2113
https://www.douyu.com/2071025,搬砖人老李,DNF,老李：日搬30-40号，天气冷也变懒了,2102
https://www.douyu.com/541251,零度之泪,怀旧游戏,零度直播间,62
https://www.douyu.com/1012459,頭紋,怀旧游戏,"玩玩老游戏啦,关注一下呗",62
https://www.douyu.com/1032535,37号院,怀旧游戏,仙侠系列--仙剑三（始）,62
https://www.douyu.com/2347569,旦暮旦暮mm,绝地求生,旦暮ˇ：亚服前...呃！好主播无人看系列,4165
https://www.douyu.com/2142735,笑话丶Mister,绝地求生,【笑话】来兄弟一起吃鸡！,4157
https://www.douyu.com/950844,治愈系bb,绝地求生,〖Bb〗我B2B不接受任何形式的批评!!,4127
https://www.douyu.com/1813772,棕熊Tibers,主机游戏,逃生2胆最小的主播 播最恐怖的游戏,109
https://www.douyu.com/xiche666,日常悠哉大王希澈碳,主机游戏,希澈：三色绘恋 用画笔描绘那美丽的爱情,109
https://www.douyu.com/spark1986,SparK1986,主机游戏,"斯帕克：幽灵行动,铲除玻利维亚所有毒虫",104
https://www.douyu.com/1762336,综艺咖7,星娱,鱼乐实验室,64
https://www.douyu.com/2177255,summer紫的王丶轩,星娱,不要高看自己，别人拿你只是一个213,58
https://www.douyu.com/3103619,偶尔善人,星娱,追女情感公开课,57
https://www.douyu.com/1997723,火影木叶电视台,火影忍者,你们想看的大神都在这里,1844
https://www.douyu.com/715659,风起尘埃乱我心,火影忍者,【风起】见习的手法，超影的心,9811
https://www.douyu.com/103361,阿貓不是貓,火影忍者,"阿猫:玩玩娱乐,撕撕段位~",9598
https://www.douyu.com/1371490,主播船长,新游中心,那些你很冒险的梦~,4064
https://www.douyu.com/2290355,猴哥的灵石,新游中心,石器时代（坐等腾讯）,3272
https://www.douyu.com/burkekwok,BurKe博克,新游中心,黑色幸存者：想...想上Top100。,2733
https://www.douyu.com/1484922,影之诗神抽1s,二次元手游,神抽: 国人第一个全职业1000胜冲击!,607
https://www.douyu.com/2180912,农夫三拳有点贪,二次元手游,真炎幸魂 10W度红莲深渊起飞,230
https://www.douyu.com/230627,一只小包子1,二次元手游,肝fgo或者玩dota2,86
https://www.douyu.com/newolddriver,手撕所罗门,二次元手游,今天2.3.4章剧情走起,78
https://www.douyu.com/2634558,Curtain丶坤,球球大作战,新人请多关照，老铁们,0
https://www.douyu.com/3174209,李亦濠啦啦啦,球球大作战,新手开播.谁将会是第一个送礼物的,0
https://www.douyu.com/3409555,果然猪,球球大作战,找稳团队友，扫码进团,0
https://www.douyu.com/3431876,不给兔子萝卜,球球大作战,不给兔子萝卜的直播间,0
https://www.douyu.com/yiqipoker,一起扑克田浩德州扑克,棋牌娱乐,一起扑克德州扑克精彩回放,24
https://www.douyu.com/3314021,最帅二哥哥,棋牌娱乐,屌丝上亿之旅,19
https://www.douyu.com/3509363,原图丶,棋牌娱乐,一期一会。,19
https://www.douyu.com/2228880,YAoEeeee,DOTA2,3500分也敢开直播？,1063
https://www.douyu.com/623814,气气丶,DOTA2,我有故事我有酒，你陪我喝吗？(┬＿┬),1052
https://www.douyu.com/602131,迷之靖,DOTA2,观看体验~贼好~,1041
https://www.douyu.com/662758,靓大爷,美食,【寻味】冒菜吃了继续赶路,75
https://www.douyu.com/1975828,魔力美食MagicFood,美食,吃货妮妮兔的秘籍大放送,70
https://www.douyu.com/2224194,一百年可以变,美食,【美食达人】今天吃鸡…爪,68
https://www.douyu.com/757122,川味箩卜,户外,撒网大师河道收割,3.3万
https://www.douyu.com/2757932,扎心西游,户外,《扎心西游》第18回：中大奖之彩票争夺战,10.1万
https://www.douyu.com/1906644,老武器小海,英雄联盟,看小海贾克斯是一种享受！,2238
https://www.douyu.com/1970796,阿亮来咯,英雄联盟,早上8-下午4点直播时间,2236
https://www.douyu.com/3203447,疯萝栗,英雄联盟,我的AD俗称见光死！,2232
https://www.douyu.com/2426606,天宇欧爸,穿越火线,天宇:无论怎样生活还得继续 智障宇加油~,282
https://www.douyu.com/jiandanme,a1195751373,穿越火线,小旋律么： 枪王排位免费上分,232
https://www.douyu.com/2826516,翱翔大大,穿越火线,华中战区. 好想有人来办张卡- -,205
https://www.douyu.com/1899034,Lisa怡一,颜值,呼啦呼啦啦～,1991
https://www.douyu.com/515430,佳妮酱儿,颜值,进来就是小姐姐的人了,1497
https://www.douyu.com/2308890,魔法少女小猫猫,颜值,制服少女与猫,2190
https://www.douyu.com/2404476,可爱的可可吖丶,颜值,这个主播好可爱哦～好！关注了！,1166
https://www.douyu.com/998409,心如止水哼,炉石传说,大大陪我玩炉石,70
https://www.douyu.com/2587849,洛丹伦的苹果,炉石传说,洛丹伦的苹果：王子馆长贼,69
https://www.douyu.com/1129455,alitiyu5,炉石传说,WESG2017中国总决赛炉石传说,68
https://www.douyu.com/3333989,当涂205大肉面,炉石传说,大肉面的炉石旅馆,62
https://www.douyu.com/sanzha,孙思猹,守望先锋,『3Z』亚服百合半藏闪光,29
https://www.douyu.com/2704213,肉腿小螃蟹,守望先锋,【小螃蟹】小姐姐万圣节日常掉分,27
https://www.douyu.com/3013784,爱吃鸡的尛蚂蚁,守望先锋,失踪人口回归你还爱我么(⁄•ω⁄•⁄),27
https://www.douyu.com/baby721,灬柒小柒灬,魔兽世界,小柒：大家好，你的团本小伙伴已经上线。。,511
https://www.douyu.com/3087891,黄冬平1,魔兽世界,肝帝练练小号升级,504
https://www.douyu.com/413568,潇洒魔兽升级,魔兽世界,小号等级 Argus 破碎群岛探路者,503
https://www.douyu.com/3150620,曾神游9,魔兽世界,小号生机阿古斯水晶日常 破碎飞行,497
https://www.douyu.com/3092033,第一搬砖王,DNF,日常深渊升级 圆梦,2102
https://www.douyu.com/2386221,大苗g,DNF,【河南大苗】：免费看号强化增幅天空,2101
https://www.douyu.com/859388,白手羁绊,DNF,白手羁绊上分联系,2083
https://www.douyu.com/1872335,指尖的烟味丿,DNF,指尖：风法日搬6700万,2077
https://www.douyu.com/1615661,黑白天使MM,怀旧游戏,【D-boy】新人直播经典怀旧老游戏,62
https://www.douyu.com/k15,is_k15,怀旧游戏,暗黑血统-一个能打的都没有,61
https://www.douyu.com/142963,mmjjj,怀旧游戏,模拟器游戏系列,61
https://www.douyu.com/485383,希文的马克,绝地求生,【马克】技术主播 枪枪爆头,4097
https://www.douyu.com/192002,tyhjwyc,绝地求生,绝地求生 单排 豆芽君 吃鸡之路,4024
https://www.douyu.com/1008752,开心的长乐,绝地求生,开心的长乐，有位置可上车,4014
https://www.douyu.com/2176590,寄语梦蔷薇,绝地求生,E：努力吃鸡 好好学习,3996
https://www.douyu.com/636438,贱走偏疯CrazyMad,主机游戏,【乐游天下】欢乐天天有~,87
https://www.douyu.com/bh3rd,猪肉铺么么茶,主机游戏,麽麽茶：三周目经典难度已通,86
https://www.douyu.com/LFA,leafa530,主机游戏,GT Sport限定版~~,81
https://www.douyu.com/548451,咏城,主机游戏,2K18 布鲁克林的夺冠之路,79
https://www.douyu.com/3240999,艾薇宝宝,星娱,艾薇宝宝知心小姐姐,57
https://www.douyu.com/917432,小块卖萌碎片丶,星娱,天青色等烟雨，而我在等你。10点半见～,56
https://www.douyu.com/2519448,nicc兔,星娱,nicc兔的直播间,50
https://www.douyu.com/1708085,攀升兄弟直播间,星娱,【攀升】新主播求关注,41
https://www.douyu.com/lbc2016,究极风暴二宝哥,火影忍者,二宝原创究极风暴剧情奥义台,1534
https://www.douyu.com/1087382,身手敏捷特务美,火影忍者,小美：中午好，又见面了！,545
https://www.douyu.com/2107677,厄运闪光,火影忍者,厄运：高段位铁头主播 关注了~,397
https://www.douyu.com/mengxingjun,梦醒君,新游中心,手游：快来组队吃鸡，荒野行动,2703
https://www.douyu.com/2668409,草小白1,新游中心,人多人少，开心就好！,2399
https://www.douyu.com/2800314,威猛先生g,新游中心,最新手游，万人PK，人气火爆,2377
https://www.douyu.com/3331762,Evan祖国的花盆,新游中心,一个直播送快递的高冷b,2327
https://www.douyu.com/2788221,sasaki丶kojiro,二次元手游,【魔禁】离养老模式还有1天，马上60了！,74
https://www.douyu.com/1568118,常陆茉子,二次元手游,panipani做做死,72
https://www.douyu.com/3249931,汉森死哪去了,二次元手游,闪电匣自然回体中,67
https://www.douyu.com/2154554,姚姚一时糊涂,二次元手游,今天不播崩坏了，腻了玩会枪神纪,66
https://www.douyu.com/3497739,肖肖42,球球大作战,新手求关注：看小菜鸟玩球球呀,0
https://www.douyu.com/3502221,宇轩家族,球球大作战,宇轩家族的直播间,0
https://www.douyu.com/3513478,萧宏h,球球大作战,球球一起来玩宝宝快来看,0
https://www.douyu.com/1897943,停在莲花上的蝴蝶,棋牌娱乐,上亿开搞，专业不洗牌,8
https://www.douyu.com/3475025,a597711978,棋牌娱乐,欢乐拼三张丶抢庄牛牛,6
https://www.douyu.com/2421570,东莞你建哥,棋牌娱乐,真三，真三，妹子真三。t电瓶真三！,4
https://www.douyu.com/wzlf,天行者灬,DOTA2,失踪人口回归！5k5回归冲分,942
https://www.douyu.com/54752,青择_,DOTA2,您的小师傅已上线 随机の日常,742
https://www.douyu.com/318828,YY小怪兽,DOTA2,新人试播 多多关照,580
https://www.douyu.com/3322981,李麋鹿丶,DOTA2,5000以下的水友福利上分啦！,549
https://www.douyu.com/1311736,长春大草原烤肉坊,美食,长春 包子在路上,67
https://www.douyu.com/2995111,健康名小吃,美食,"健康名小吃后厨直播间,看得见操作的餐饮直",67
https://www.douyu.com/3024998,逛大街走小巷,美食,逛大街走小巷:跑调更要唱。,63
https://www.douyu.com/619643,老谢说茶,美食,有茶有朋友,58
https://www.douyu.com/677406,3人行必有我食,户外,【户外生存】穿越过去，回味曾经,8016
https://www.douyu.com/1759023,野狼丶突击队,户外,收兔子，鸡，抓辣条,7667
https://www.douyu.com/591801,主播宋师傅,户外,[宋师傅]今天四个妹子学新规！,7492
https://www.douyu.com/828705,中华户外钓鱼,户外,再战200坑，结局待定,4974
https://www.douyu.com/756388,Rush阿酷丶,英雄联盟,阿酷:吃鸡吃鸡随缘吃鸡啊,2223
https://www.douyu.com/3148034,DY金果儿,英雄联盟,金果儿    七区第一皎月   萌汉子,2221
https://www.douyu.com/2866043,奋三爷丶国五钦,英雄联盟,2楼第一男刀。,2219
https://www.douyu.com/220506,12明星猫,穿越火线,12明星猫：魔鬼教程,183
https://www.douyu.com/1767151,JR丶刘Sir,穿越火线,【老刘】老板办张卡呀！,113
https://www.douyu.com/3095831,爱挑战菈姆,穿越火线,挑战模式实力玩家.一定有你想不到的,77
https://www.douyu.com/728095,快乐的圣徒,穿越火线,回归初心-生化模式,76
https://www.douyu.com/2320766,阿芳是妹子不是汉子,颜值,我还是不是你们的二货小可爱呢,784
https://www.douyu.com/2626147,小明本人啊,颜值,关爱单身狗协会,1076
https://www.douyu.com/918415,这是三妹啊,颜值,我，三妹，车神,1.4万
https://www.douyu.com/3381612,炉石丶小旭,炉石传说,炉石丶小旭：又到了最喜欢的下午竞技场,61
https://www.douyu.com/1080626,小何l才露尖尖角,炉石传说,【小何】割草大咸鱼,60
https://www.douyu.com/3242085,酸甜苦辣777,炉石传说,法师萨满来回打，乱斗也搞搞,60
https://www.douyu.com/629614,Klhip1996,守望先锋,【K仔】练猎空！,26
https://www.douyu.com/CCA901,dydietrich,守望先锋,飞行爱好者大本营,25
https://www.douyu.com/2567356,巴蒂斯图塔23,守望先锋,深陷泥潭，不可自拔,24
https://www.douyu.com/2340040,十字冷,守望先锋,鱼塘我没服过谁,23
https://www.douyu.com/484828,战神啊啊,魔兽世界,武器战22 33  打2200精锐,490
https://www.douyu.com/2027426,looen丶,魔兽世界,今天要过鸡蛋了,486
https://www.douyu.com/qingshui,清水月灵,魔兽世界,明天放假，吃鸡吃鸡,480
https://www.douyu.com/3392151,攒一光温柔,魔兽世界,星空-任务肝小号 稳稳地,479
https://www.douyu.com/1522857,墨染can阳,DNF,墨染:深渊光头免费 毕业就在那一瞬间,2076
https://www.douyu.com/2147950,标准少爷,DNF,深渊毕业37套打团毕业17人,2061
https://www.douyu.com/1567799,45度的体温,DNF,免费深渊免费光头,2057
https://www.douyu.com/660301,FS丷龙帝,DNF,DNF你的欧皇龙帝：秘籍欧皇霸气闪闪闪！,2026
https://www.douyu.com/2328990,钚莨人,怀旧游戏,这是一场1986年的战斗,61
https://www.douyu.com/616006,和妳去吹风,怀旧游戏,富甲天下，玄德等我,60
https://www.douyu.com/458800,13077429356,怀旧游戏,新人报道…,59
https://www.douyu.com/1705082,下壹個明天,怀旧游戏,是时候来一波仙5开荒了,59
https://www.douyu.com/tgametv,T仔叔叔,绝地求生,【T仔】拾荒大叔寻女记 经典难度,3988
https://www.douyu.com/2822962,熊16,绝地求生,喜欢吃石榴嘛ヽ(･ω･｡)ﾉ,3960
https://www.douyu.com/liutengze,Lonely鬼影,绝地求生,【影子】新主播喜欢的关注下谢谢,3916
https://www.douyu.com/shitoutou,shitou,主机游戏,PS4--重力眩晕2,77
https://www.douyu.com/3210693,无双嘻嘻,主机游戏,召唤ps4和ns的战友们,77
https://www.douyu.com/319152,智将战争,主机游戏,王国风云2  新王朝崛起,75
https://www.douyu.com/3326415,内蒙小六哥,星娱,七零八零九零,8
https://www.douyu.com/3496409,youngky22222,星娱,北宋欧阳修,3
https://www.douyu.com/3515531,wlisx安娜娜,星娱,wlisx安娜娜的直播间,3
https://www.douyu.com/1585932,流沙刘翔傻傻分不清楚,星娱,带大家游游东湖,2
https://www.douyu.com/2241192,酷的没边儿丶,阴阳师,看号之后 轻松斗技拿低保~,1.1万
https://www.douyu.com/595265,奶瓶lxx,火影忍者,奶瓶：一曲肝肠断，天涯何处觅知音。,384
https://www.douyu.com/936191,龙马5200,火影忍者,弃坑以后除了火影你再也不想玩别的游戏了。,315
https://www.douyu.com/hysyshouye,K三君,火影忍者,这个主播会打会跳会唱，火影真是捡到宝了！,215
https://www.douyu.com/1884060,李小手游代充,新游中心,卧虎藏龙2，新区带队,2320
https://www.douyu.com/3364918,慕容冷锋,新游中心,我只为你练剑修仙，一人一剑,2320
https://www.douyu.com/665040,吳勉丶,新游中心,倚天屠龙记时隔两年，再度回归。,2285
https://www.douyu.com/2152174,劉刘大哥,新游中心,教学如何落地成盒，顺丰快递到！,2266
https://www.douyu.com/335697,二生生生生,狼人杀专区,"【阿生】 我生某今天要赢,",5339
https://www.douyu.com/1842120,大魔老湿,二次元手游,哦。请给我富豪,43
https://www.douyu.com/3455017,星弥天,二次元手游,神无月中会唱歌的游戏宅,40
https://www.douyu.com/3514098,命运小订单,二次元手游,冰冷航线-捞图取暖,37
https://www.douyu.com/3515809,L难得用心,球球大作战,L难得用心的直播间,0
https://www.douyu.com/3516039,Ray童年,球球大作战,Ray童年的直播间,0
https://www.douyu.com/1847945,c韩大帅B,终结者2审判日,办卡送房管。,3249
https://www.douyu.com/1200224,象棋小霸王,棋牌娱乐,王中王象棋,3
https://www.douyu.com/471384,四国世家,棋牌娱乐,双明四暗评测代打军棋,2
https://www.douyu.com/1706483,没啥特长名字长,棋牌娱乐,慢慢孤独路,2
https://www.douyu.com/211567,o阿淡o,DOTA2,"永无止境的Dotaer ""精灵淡淡""",538
https://www.douyu.com/683962,舒夜不是输液,DOTA2,绝活酱油上分  6300-6500,535
https://www.douyu.com/474266,登峰女王,DOTA2,TI纪录片 ZSMJ YYF PIS,480
https://www.douyu.com/1846261,善丶summer,美食,德玛西亚 毁天灭地鼠，带你上天好不好~~,58
https://www.douyu.com/3201719,东北小波小阳,美食,东北小炒菜小酒溜上,55
https://www.douyu.com/3157812,三人行钓鱼俱乐部,户外,野钓 台钓 传统钓 路亚 就是爱钓鱼,3840
https://www.douyu.com/catshow,喵放送,户外,喵放送☀️奥丁军团加盟,3635
https://www.douyu.com/2989921,红烧女友,户外,今天煮鸡汤,3149
https://www.douyu.com/1319636,呐邱Pzi,穿越火线,呐邱：我想每天都有惊喜。,68
https://www.douyu.com/2937629,1227309726,穿越火线,尽力打好每场比赛！免费代刷角色，打排位。,68
https://www.douyu.com/1877891,宛如一傻狗,穿越火线,天若有情天亦老 排位还是躺着好 ~- =,67
https://www.douyu.com/3462457,doudou弟弟,颜值,doudou弟弟的直播间,112
https://www.douyu.com/2820877,海豚少女,颜值,喵了个咪呀,138
https://www.douyu.com/2181526,ouduxiang,炉石传说,帅气主播 霸气来临 嘻嘻,59
https://www.douyu.com/73405,金牌教练小杜,炉石传说,传说以上 可以点播卡组,57
https://www.douyu.com/2976614,天使的初恋男友,守望先锋,只给帆宝直播,21
https://www.douyu.com/2308894,苍色的冷笑,守望先锋,守望少年冲分之路,15
https://www.douyu.com/3366308,tianyics,守望先锋,tianyics的直播间,15
https://www.douyu.com/2870042,卡德加的魔杖,魔兽世界,飞火 练小号做任务 奋战阿古斯,478
https://www.douyu.com/2995614,春花米月秋,魔兽世界,歪脖 练级快，飞行稳,465
https://www.douyu.com/1850994,生agwp,魔兽世界,小号伴侣重新练 备战燃烧王座,435
https://www.douyu.com/2833506,大大大B哥来啦,DNF,B哥: 跨四漫游 刷会深渊,2004
https://www.douyu.com/2181341,一只深渊猪,DNF,一只深渊猪：新晋主播 望大家多多支持关注,1999
https://www.douyu.com/757659,douyu伟仔,DNF,深渊进行曲~,1849
https://www.douyu.com/781336,巨白演员,DNF,简单粗暴~~~~~!,1832
https://www.douyu.com/1133245,caoji1114,怀旧游戏,英雄无敌3听歌随便玩玩,58
https://www.douyu.com/shaqiuyechan,lhtkick,怀旧游戏,【红警对战】中国顶级高手3v3录像更精彩,52
https://www.douyu.com/276644,灵魂之渊,怀旧游戏,我的足球经理世界,47
https://www.douyu.com/72751,小布丁pinky,绝地求生,布丁：不吃三只鸡不下播。,3894
https://www.douyu.com/nicepass,OMGDrCheng,绝地求生,见人就干 不跟你多BB,3869
https://www.douyu.com/809192,经纪人丶陈冠希,绝地求生,【冠希】虐菜大队,3862
https://www.douyu.com/2996605,鬥逗鬥,主机游戏,a15.1mod 求生之路,75
https://www.douyu.com/cbe,周杰伦FANS,主机游戏,【老周】老周带你飞（速通+虐杀）,72
https://www.douyu.com/1707476,NIFE程婧,星娱,NIFE程婧的直播间,2
https://www.douyu.com/3451788,帅帅帅的王小帥,星娱,白天玩会游戏。晚上7;00准时直播,2
https://www.douyu.com/3516009,浪歌哩歌啦,星娱,浪歌哩歌啦的直播间,2
https://www.douyu.com/226757,LOL太尉,星娱,我要单排上王者，别问我王者是谁。,1
https://www.douyu.com/981741,风之子ol,阴阳师,今天是个好日子 贼开心,8601
https://www.douyu.com/douyulaohei,主播老黑,阴阳师,数珠是R卡！没错！,3687
https://www.douyu.com/2109731,TAT喵喵酱,阴阳师,报告！发现一只蠢喵~⚆_⚆,2040
https://www.douyu.com/1454065,豆腐超人M,火影忍者,今天打个超影,174
https://www.douyu.com/diaochan,蝉哥,火影忍者,欧皇：神卡还愿。办卡30胜,171
https://www.douyu.com/2750145,承德A娱乐而已,火影忍者,每天娱乐一下,163
https://www.douyu.com/3499589,刘贻豪,新游中心,我的忍者小队吊打五大国,2252
https://www.douyu.com/446069,主播孤浪,新游中心,今晚安排抽激活码，带粉丝勋章优先,2246
https://www.douyu.com/yanwudaye,言午大爺,新游中心,贪吃小怪物-MVP最强女主播,2240
https://www.douyu.com/3155515,糖er丶,狼人杀专区,怕了你这个萌狼牌,2209
https://www.douyu.com/gougu,杭州预言家,狼人杀专区,【JK】红包送完下播（6/10）,3.4万
https://www.douyu.com/58033,国民基友于隆隆,狼人杀专区,隆隆：倒钩吃毒代言人！！！,1.7万
https://www.douyu.com/60651,FC老弊,狼人杀专区,今天胜率尽量保持百分之50,8836
https://www.douyu.com/1991931,King白狐a,王者荣耀,最强李白  无敌连胜专场！！！！！！,16.5万
https://www.douyu.com/547505,unknownbeast,二次元手游,对战塔，心态要好,29
https://www.douyu.com/2669185,惘然如梦1996,二次元手游,和朋友开黑玩几局300,21
https://www.douyu.com/PS4RPG,阳光下的泡泡鱼,二次元手游,萌新咸鱼秃子圣僧,20
https://www.douyu.com/nucaolunqin,相生怜,二次元手游,【战舰少女R】该删了,20
https://www.douyu.com/481796,唐宋元丶明清,终结者2审判日,终结者2：粉丝勋章抽激活码和100QB,2796
https://www.douyu.com/3381888,Chen鱼q7168744,终结者2审判日,新手新手新手重要的事说3遍,2031
https://www.douyu.com/2953671,微笑掩饰泪水,终结者2审判日,手游吃鸡终结者2关注主播有机会得到激活码,1973
https://www.douyu.com/3465757,王强的人生,棋牌娱乐,王强的人生的直播间,2
https://www.douyu.com/3492470,chenqiang0554,棋牌娱乐,今天打低保,2
https://www.douyu.com/3513011,KWQ150,棋牌娱乐,KWQ150的直播间,2
https://www.douyu.com/227049,AquAn2,棋牌娱乐,从零到亿，见证奇迹！！走你~~,1
https://www.douyu.com/3432009,不想起床的,DOTA2,为了不挨骂，所以少说话！,477
https://www.douyu.com/72136,fu1993,DOTA2,药哥教你玩辅助,200
https://www.douyu.com/1055968,墨墨啊么么么,DOTA2,OMG我要做一楼,130
https://www.douyu.com/2446982,醉舞三千歌,DOTA2,天梯太难了，还是OMG吧,72
https://www.douyu.com/1103814,截瘫哥,美食,感谢 各位一直以来的关爱！,46
https://www.douyu.com/965582,菁华禽蛋,美食,菁华禽蛋的直播间,33
https://www.douyu.com/haitianmowan,海天老师傅,美食,哈尔滨海天模玩动漫模型店,33
https://www.douyu.com/2050401,大妹的山里生活,户外,今天能突破自己吗？,2987
https://www.douyu.com/430489,长沙乡村敢死队,户外,A5 换轮毂。。。,2911
https://www.douyu.com/1725633,跟着爸妈去养蜂,户外,养蜂一家人在绍兴。蜂蜜，送手工润唇膏,2866
https://www.douyu.com/3178868,LZ朝阳Y小阳,穿越火线,抽  嗨起来！,67
https://www.douyu.com/2050836,歆宝宝呦,穿越火线,歆宝：为什么就我直播间没人呢 呜呜~~,66
https://www.douyu.com/3014913,哈皮Z,穿越火线,主打华中湖北一区，哈皮Z,65
https://www.douyu.com/3387166,Anonymousness,穿越火线,免费排位。CF修仙主播,65
https://www.douyu.com/3314698,糖糖小萌主,颜值,新人求关注，一个会唱歌的小萌主,942
https://www.douyu.com/3234968,唯雯熙,颜值,新主播求守护哦,2169
https://www.douyu.com/2611872,旮豆,颜值,听说好的标题更容易吸引你,146
https://www.douyu.com/3310283,YILIA伊丽娅,颜值,新主播求关注❤️,694
https://www.douyu.com/2323016,不诉离殇云,炉石传说,我终于知道什么是狗了,51
https://www.douyu.com/farubick,法拉比克,炉石传说,对面永远神抽狗,43
https://www.douyu.com/827847,飞机上的雨,炉石传说,夜凌雨竞技场,39
https://www.douyu.com/1912925,顾及oc,守望先锋,只玩法拉   冲分ing,14
https://www.douyu.com/697376,翻天覆地猴仙人,守望先锋,一切靠随缘,3
https://www.douyu.com/2121875,Dl邓敏浩,守望先锋,DL/绝地车神来一波。有点菜,3
https://www.douyu.com/3088680,黄干强0,魔兽世界,睡神 任务练小号,434
https://www.douyu.com/WoWTV,DouyuTV冬瓜,魔兽世界,WoW魔兽影院WoW,358
https://www.douyu.com/elsie0,阿翎子,魔兽世界,ND阿翎子-啊我好像被鸽了呢,285
https://www.douyu.com/504632,yan470832016,魔兽世界,柠檬，练下小号,228
https://www.douyu.com/2062564,社会擦,DNF,全图30-40秒~格蓝迪刚起来~,1804
https://www.douyu.com/2000043,女大枪宠爱,DNF,全职业★光环★黄金一★,1758
https://www.douyu.com/1518186,DNF幻网益游工作室or宇,DNF,专业☆等级☆深渊,1743
https://www.douyu.com/490513,少连,DNF,鬼泣少连：萌新鬼泣pk主播，求关注。,1737
https://www.douyu.com/332768,Kulalol,怀旧游戏,Kuuuの魔力宝贝_(:зゝ∠)_,42
https://www.douyu.com/2615622,jfyhsega,怀旧游戏,nds重装机兵3 开荒,38
https://www.douyu.com/1110333,adolfmu,怀旧游戏,红警团长以下瞎打教学……,32
https://www.douyu.com/2618512,枪很抖的小仙女,绝地求生,假装自己是一个很温柔的小姐姐~,3845
https://www.douyu.com/2206023,衣衫kk,绝地求生,《衣衫》奋斗，吃鸡,3840
https://www.douyu.com/2329655,4个七,绝地求生,【7777】今天播20小时吧,3836
https://www.douyu.com/766384,小贱贱9696,主机游戏,我不服，为啥就一直输,72
https://www.douyu.com/2933799,无言的默契,主机游戏,恐怖黎明刷刷刷~新人求关注求鱼丸,72
https://www.douyu.com/3238589,马上有友,主机游戏,星露谷up！up！（迎接冬季）,72
https://www.douyu.com/1664024,弯公公,星娱,野生割手，菜菜菜！,1
https://www.douyu.com/3515864,国宴国宴,星娱,国宴国宴的直播间,1
https://www.douyu.com/hiko,之欧,星娱,云导播调试房间,0
https://www.douyu.com/2681182,骨头君c,阴阳师,今天的你，肝是否还完好,1594
https://www.douyu.com/1080622,那些年沉默的小蜗牛,阴阳师,秘闻军火看号随便上,1377
https://www.douyu.com/3356494,平儿ゃ漫步,阴阳师,如何成长快三倍每天1400体,1321
https://www.douyu.com/3449925,王诗晗,火影忍者,六道斑为自己带盐,120
https://www.douyu.com/1732283,饶奔2017,火影忍者,早上日常下午段位,119
https://www.douyu.com/873336,司天龙,火影忍者,天气转凉，大家注意添衣保暖~,105
https://www.douyu.com/2941599,汪欢7,火影忍者,SSS级忍者大杀四方,103
https://www.douyu.com/3497064,丑蛋蛋v,新游中心,王者处cp队友随机抽粉一起匹配双排,2164
https://www.douyu.com/3511590,小鱼454428617,新游中心,最新手机游戏,2147
https://www.douyu.com/3458994,阴欢9,新游中心,经典！热门！好玩的手游！,2070
https://www.douyu.com/1216178,丶丶呦,饥荒,哎呀，你的小可爱上线了,2803
https://www.douyu.com/97590,五金店主葛小狗,狼人杀专区,24小时连播！,8431
https://www.douyu.com/634209,抱南瓜的好狼丶,狼人杀专区,饭局狼人杀12人动物局最强逻辑。,4011
https://www.douyu.com/1710060,じò依依菟ò,狼人杀专区,我听见了花落的声音,3415
https://www.douyu.com/2095925,葫芦娃别救爷爷,王者荣耀,一带四妹上王者，有第二家吗,11.6万
https://www.douyu.com/226855,Devil丶可樂,王者荣耀,可乐:关注可乐新浪微博 送限定返厂皮肤!,42.4万
https://www.douyu.com/wzrenzhichu,小小青蛙笑i,王者荣耀,蛙神：全能王咯！,20.3万
https://www.douyu.com/128776,Farewell633,二次元手游,晚安楼楼！,14
https://www.douyu.com/2285772,一天流星飞,二次元手游,一天咸鱼一天乐,13
https://www.douyu.com/3442132,风轻云淡的废宅,二次元手游,时间不够用啊.……,0
https://www.douyu.com/635276,恋少啊,终结者2审判日,终结者2手游:想吃鸡，快来看躺赢主播,1613
https://www.douyu.com/3369468,Ay楊,终结者2审判日,Ay楊:开游侠给房管,1177
https://www.douyu.com/1478110,chenxiao1997,终结者2审判日,进来关注办卡加主播qq抽奖激活码,120
