zb_url,zb_zbmc,zb_yxlx,zb_fjmc,zb_gkrs
https://www.douyu.com/3515870,cqk198644,DOTA2,cqk198644的直播间,4
https://www.douyu.com/559306,白先生sir,DOTA2,【Bai】3000分鱼躺赢技法！！,3
https://www.douyu.com/560129,鱼吃吃,DOTA2,【刺身盒】是鱼鱼轰不是鱼鱼崩！,3
https://www.douyu.com/3049254,MissLPL,DOTA2,小菜鸟吃鸡瑟瑟发抖~,3
https://www.douyu.com/1255357,狼叔行天下,户外,雨中野钓！,1740
https://www.douyu.com/2325410,双哥带你逛狗市,户外,沈阳鞍山狗市直播,1740
https://www.douyu.com/519996,乡嘎嘎儿的男人,户外,湘西小胖，美食吃货，户外小能手，快来。,1686
https://www.douyu.com/JDYXG,82148丶颜小刚,户外,四川省斗鱼市转盘镇颜小刚村,1665
https://www.douyu.com/1938075,SCORPION魂,穿越火线,阿卡粉;练习一颗子,3
https://www.douyu.com/2436898,我叫愚她啊,穿越火线,我叫愚她啊的直播间,2
https://www.douyu.com/3196155,坑坑双排,穿越火线,好久不见，我回来啦，第一次玩吃鸡-.-,2
https://www.douyu.com/784041,猫熊七元,颜值,下午好哇～,2188
https://www.douyu.com/2595304,迷人的瑶瑶啊,颜值,眯了个眯～,220
https://www.douyu.com/2398205,小仙仙静呀,颜值,恭喜你遇到了有趣的灵魂,44
https://www.douyu.com/1287656,Fayray,魔兽世界,爆肝练级 抬走下一个!!,60
https://www.douyu.com/2591532,炒鸡蛋DH,魔兽世界,超级丹-超高层大米-下午开车-DH视角,60
https://www.douyu.com/3105019,周小鸭1,魔兽世界,【嘉嘉乐】三系法师各种团本,60
https://www.douyu.com/3224903,帅气小清新,DNF,帅气小清新的直播间,67
https://www.douyu.com/741631,瞎bi王丶,DNF,斗鱼搬砖第一慢~！！,66
https://www.douyu.com/3308536,酒号技师,DNF,搬砖、备战年套,66
https://www.douyu.com/590270,冬天WT,怀旧游戏,星露谷物语55555,2
https://www.douyu.com/1335884,miao861020,怀旧游戏,帝国时代3直播 逆战直播,2
https://www.douyu.com/2204451,丘小峰丶,怀旧游戏,玩玩游戏，唠唠嗑,2
https://www.douyu.com/goyechina,泄密食堂,军事,中国古代四大艳后都有谁？,459
https://www.douyu.com/3090650,了不起我的国,军事,中国军队神秘的种族天赋-种菜,449
https://www.douyu.com/1827051,每日点兵video,军事,美国为何无法禁枪,250
https://www.douyu.com/721217,隋之道,鱼教,疯言疯语沙画,1151
https://www.douyu.com/1177159,日语学习,鱼教,日语学习/日语入门/日语教学,1088
https://www.douyu.com/q731141945,幼儿园滕老师,鱼教,【解忧电台】你的故事呢？,1045
https://www.douyu.com/2199347,精分的呀呀想变胖,时尚,好的标题应该更能吸引人气！嗯！,1071
https://www.douyu.com/wstxlive,外设天下LIVE设长,数码科技,购物比价神器 设长教你避开奸商,1.1万
https://www.douyu.com/870188,河南四眼搞基,数码科技,河南四眼 信任无价 装机找我,4.9万
https://www.douyu.com/434213,80it电脑网,数码科技,郑州80it：小白搞机防坑,4万
https://www.douyu.com/643871,FMC频道,汽车,FMC官方轮播间 最新内容同步更新,1.4万
https://www.douyu.com/3088734,每日一方交通事故,汽车,交通事故video,557
https://www.douyu.com/yypcar,大家车言论频道,汽车,大家车言论官方轮播，最新内容同步更新,5387
https://www.douyu.com/535887,涨散疯丶crazy,财经,买前来交流，套后已走远！,1637
https://www.douyu.com/1357591,财富新干线股票直播,财经,老司机带你玩转股市,2200
https://www.douyu.com/945779,雨曦发发发,财经,雨曦交易实验第三天~,133
https://www.douyu.com/3433292,主播KKKK,新游中心,KKKK：18日魔域手游，0元党,139
https://www.douyu.com/1908558,心梦大哥,新游中心,地下城手游 安卓ios都有,131
https://www.douyu.com/3347360,zxcv85829201,新游中心,zxcv85829201的直播间,128
https://www.douyu.com/2144558,中科院物理所,科普,中国科学院物理研究所直播间,1.4万
https://www.douyu.com/guokr,果壳视频,科普,你懂得太少了！,1万
https://www.douyu.com/1927868,环球科学杂志社,科普,瑞典皇家理工讲座马拉松：50小时100场,2682
https://www.douyu.com/s1114,s1114,视听点评,【s1114点播】科幻 动作 经典 惊悚,7583
https://www.douyu.com/675072,老公TV,视听点评,<玉儿点播>林正英，周星驰，华语经典,7411
https://www.douyu.com/kkk,狂拽酷炫,视听点评,【贝爷】站在食物链顶端的男人！求生点播！,7163
https://www.douyu.com/guodonghehe,果冻哼哼,企鹅直播,《果冻说球》意甲：维罗纳vs佛罗伦萨,0
https://www.douyu.com/508053,词穷丶3,企鹅直播,【词穷篮球】NBA经典比赛,0
https://www.douyu.com/nerazzurri,国米德隆,企鹅直播,正直播！曼城vs水晶宫赛前现场直播！,0
https://www.douyu.com/516010,武汉23篮球,企鹅直播,全明星先发巡礼-吉米·巴特勒,0
https://www.douyu.com/3515793,谁问秋蝉谁知冬来,狼人杀专区,谁问秋蝉谁知冬来的直播间,0
https://www.douyu.com/3515865,奔放的豆沙包,狼人杀专区,奔放的豆沙包的直播间,0
https://www.douyu.com/1893181,帅气机智的日天,王者荣耀,圆房管王者梦,1.3万
https://www.douyu.com/2193395,吕三三,王者荣耀,微信免费带粉一发火箭上王者。,1.2万
https://www.douyu.com/1996124,激情解说丶奶子哥,王者荣耀,一把不拿MVP送一次皮肤。,1.1万
https://www.douyu.com/3473166,heyJwei,DOTA2,上班呀 剪片子呀,3
https://www.douyu.com/bossxia,罪恶魔虾,DOTA2,罪恶魔虾 OMG毒王,2
https://www.douyu.com/wangmin,什么是世界,DOTA2,拒绝吃鸡，抵制老陈，还我DOTA环境,2
https://www.douyu.com/624366,zxc0980077,DOTA2,小小鱼游啊游,2
https://www.douyu.com/2663285,VIP户外,户外,摆摊卖蟹。,1634
https://www.douyu.com/2251086,帕克法国斗牛犬舍,户外,专业法国斗牛犬舍，超级豪华犬舍,1585
https://www.douyu.com/2270388,精个哩个灵,户外,和闺蜜的第二天,1454
https://www.douyu.com/3487944,天赋旳演员,穿越火线,CF无敌压枪王,2
https://www.douyu.com/28526,大轩,穿越火线,大轩：国服第一矮个子！,1
https://www.douyu.com/612759,Misty丶tc,穿越火线,舒克:（逆战）的直播间,1
https://www.douyu.com/3225232,上官凌曦11,颜值,上官凌曦11的直播间,18
https://www.douyu.com/3088451,一只77酱,颜值,要亲亲抱抱举高高～,58
https://www.douyu.com/1516381,蜜桃kikibaby,颜值,这个主播是男生,2366
https://www.douyu.com/3223667,f1060596281,魔兽世界,一个被吃鸡耽误的战神,60
https://www.douyu.com/1397605,東東77,魔兽世界,東東 猎人凸凸凸,59
https://www.douyu.com/2510161,七煌丶小明,魔兽世界,七煌丨小明  七煌最菜的背锅侠,59
https://www.douyu.com/1467916,加菲猫1009,DNF,加菲故事汇：轻松4000W,65
https://www.douyu.com/1714342,非哥001,DNF,搬砖深渊深渊深渊深渊搞起走,65
https://www.douyu.com/1723399,天秤座音无,DNF,大佬们早安  深渊 升级,65
https://www.douyu.com/3499787,面包123,怀旧游戏,面包123的直播间,2
https://www.douyu.com/gf520gf,gf520gf,怀旧游戏,我病我就是传说精神病,1
https://www.douyu.com/591862,淼淼水水,怀旧游戏,淼字号 水的直播间,1
https://www.douyu.com/1821621,军榜,军事,中国女兵战力世界排第几？,238
https://www.douyu.com/1154062,狂在酷炫,军事,战争大集合,103
https://www.douyu.com/1939780,烽火议军情,军事,战斗机飞行员如何方便,91
https://www.douyu.com/3386068,快速恋爱技巧,鱼教,快速推荐关系，告别友谊区,1044
https://www.douyu.com/2061821,很丑但很温柔,鱼教,C语言/C++编程，游戏开发，软件开发,1027
https://www.douyu.com/934362,于老师来了,鱼教,于老师的黑科技英语，颠覆你的认知,1022
https://www.douyu.com/589612,iam浩司,时尚,腿部训练把头埋 祝福大家好运来,6425
https://www.douyu.com/2754680,鉴人闯,时尚,"LV,GUCCI,爱马仕，涨姿势！",5205
https://www.douyu.com/2819687,蘑菇街视频,时尚,穿搭每日一更！看完拥有女朋友！,2120
https://www.douyu.com/424998,上海大明海,数码科技,【大明攒机】两周年第二波活动火爆来袭,3.7万
https://www.douyu.com/ayyk,安阳电脑,数码科技,疯狂装机中,3.5万
https://www.douyu.com/cdmod,创DMoD工作室,数码科技,【创D】专业电竞主机方案领跑者,3.1万
https://www.douyu.com/1492760,萌工房女仆丶筠筠,二次元,回忆起那时被咕咕筠支配的恐惧,3513
https://www.douyu.com/1468771,工匠派,汽车,工匠派官方轮播,5153
https://www.douyu.com/dabiaoche,大飙车,汽车,国产真减配？拆解进口高尔夫旅行,4941
https://www.douyu.com/618724,王兮兮shirley,汽车,兮有视频官方轮播 最新内容同步更新,4700
https://www.douyu.com/2414679,四万说车,汽车,四万说车官方轮播,4244
https://www.douyu.com/jinrongtouzi,股海财商,财经,股海财商财经会客厅,2015
https://www.douyu.com/1701812,牛人牛势直播间,财经,辽宁广播电视台证券直播间,53
https://www.douyu.com/3183595,钱堆888,财经,醒股学堂三,65
https://www.douyu.com/2532671,江鹧鸪,新游中心,最新手游逗比评测,110
https://www.douyu.com/783811,断掉的水彩笔,新游中心,我真的是排行榜第一的水彩笔,107
https://www.douyu.com/2344153,戴上紧箍至尊宝,新游中心,地下城之阿拉德之怒999攻速,100
https://www.douyu.com/3162388,骏网网营专营店,科普,骏网网营专营店的直播间,595
https://www.douyu.com/1324571,等不到天明等晨夕,科普,C/C++斗鱼第一游戏开发！,580
https://www.douyu.com/2945249,柴知道,科普,在知识的海洋里狗刨,330
https://www.douyu.com/334298,漫漫人生岁月如歌,视听点评,【周星驰】经典 喜剧 星爷 24H,6403
https://www.douyu.com/59612,地瓜小弟,视听点评,最全香港tv剧集,6246
https://www.douyu.com/298645,燃烧的CPU,视听点评,【CPU点播】华语经典 动作 喜剧 续更,6170
https://www.douyu.com/mangoshuo,芒果解说,企鹅直播,【NBA】新赛季全程直播,0
https://www.douyu.com/pbstan,pbstan,企鹅直播,【博士看球】勇士vs骑士 复盘,0
https://www.douyu.com/553145,凌翼帝祎,企鹅直播,复盘国米vsac米兰 绝杀！德比！,0
https://www.douyu.com/555242,紫百合巴乔,企鹅直播,紫百合巴乔,0
https://www.douyu.com/2250040,请与逗比同归于尽丶,王者荣耀,国服最贱小主播,1.1万
https://www.douyu.com/1377759,5小宝,王者荣耀,偷偷地，播一会儿~~~,1万
https://www.douyu.com/shihu,全能小馔玉,王者荣耀,馔玉：101星韩信三指操作流,1万
https://www.douyu.com/3488970,我的胖头OB第一,DOTA2,我的胖头OB第一的直播间,2
https://www.douyu.com/3493489,Dota2Zun,DOTA2,ZuN神单排之路4500到5000,2
https://www.douyu.com/3509101,wuxiqiang,DOTA2,强哥：帅哥，进来看看呗,2
https://www.douyu.com/YXJV587,烟台小子的长征,户外,徒步中国第745天～大兴安岭地区,1371
https://www.douyu.com/510636,山東响马,户外,滇藏青藏青海湖,1340
https://www.douyu.com/813696,胖子路亚,户外,受不了了，下雨也路鲈鱼去 路亚走起,1221
https://www.douyu.com/1054702,明睿ZzZ,穿越火线,直播过气游戏还会有人看么？,1
https://www.douyu.com/1291266,骑着毛驴钓王八,穿越火线,CF排位赛CF排位赛CF排位赛,1
https://www.douyu.com/2458824,十佳战队队长凌云,穿越火线,十佳队长打高端局排位,1
https://www.douyu.com/3322594,半下爱恋丶涛哥,穿越火线,半下爱恋丶涛哥的直播间,1
https://www.douyu.com/2109881,紫絮儿521,颜值,女孩子本来就应该像公主一样被宠着嘛,2219
https://www.douyu.com/3226340,曲奇奇奇奇xq,颜值,曲奇奇奇奇xq的直播间,62
https://www.douyu.com/1416006,小污神mm,颜值,是一个安静的直播间,11
https://www.douyu.com/3106047,hello妮可,颜值,hello妮可的直播间,56
https://www.douyu.com/3014215,尹时心无痕,魔兽世界,小M敏锐贼副本,59
https://www.douyu.com/3308973,FQ风吹小裤衩,魔兽世界,休闲防骑打10-15层大秘境,59
https://www.douyu.com/268476,乌竜魔兽升级,魔兽世界,爆肝 练级小號破碎群岛,58
https://www.douyu.com/686952,小阴阳爱生活爱吃饭,魔兽世界,魔兽世界回归玩玩,58
https://www.douyu.com/2750096,苏二丿清风世家,DNF,跨五 DNF活动，最后冲刺...,65
https://www.douyu.com/2956189,无心海痕,DNF,4开格蓝迪。下午练号,65
https://www.douyu.com/94400,修仙路上的麻瓜夜,DNF,卢克搬砖，免费搭配，不花钱搬砖养火山C,64
https://www.douyu.com/1741487,呆呆的光头哥,怀旧游戏,三国群英传7.,1
https://www.douyu.com/3509820,浮生未歇JOKER,怀旧游戏,求生之路上的彩虹,1
https://www.douyu.com/miaolegemide,仓鼠布布,怀旧游戏,休闲游戏随便玩一玩~~偶尔也会放放音乐~,0
https://www.douyu.com/3124179,第一军情,军事,全世界最贵的五大坦克都在这,75
https://www.douyu.com/523345,威海乌鸦,军事,小小的主播穷开心,14
https://www.douyu.com/2831191,森森0011,军事,森森0011的直播间,1
https://www.douyu.com/1212690,首席Java工程师,鱼教,Java编程/Java语言/Java学习,1020
https://www.douyu.com/586143,烟火的时光尘埃,鱼教,《C语言图形编程专题授课》,1018
https://www.douyu.com/2753353,争天模神,鱼教,争天模神嗜血知,1008
https://www.douyu.com/3056919,iOS首席编程开发师,鱼教,iOS开发/ARki/架构设计/进阶开发,1007
https://www.douyu.com/638575,丽亚celiahunne,时尚,小姨子 强壮,2047
https://www.douyu.com/forgame,游戏悍将FORGAME,时尚,超级刀锋AK-吃鸡直播神器,2036
https://www.douyu.com/2641262,潮绘来袭王大来了,时尚,斗鱼第一潮绘师 我这个是潮绘,1793
https://www.douyu.com/829815,我是嘿老外,数码科技,原来你是这样的老外,3.1万
https://www.douyu.com/540910,老虎装机,数码科技,老虎装机，英特尔新U现货装机中~~~,2.7万
https://www.douyu.com/hzpt,杭州普天电脑,数码科技,免费咨询硬件问题,1.7万
https://www.douyu.com/1580719,nana就是娜娜,二次元,nana的日常？？,6417
https://www.douyu.com/777777,chere七七,二次元,❤小埋七❤：三点游戏 五点唱歌～,1.9万
https://www.douyu.com/440589,奶爸高老师,二次元,二次元小姐姐的专用律师,7990
https://www.douyu.com/cheryl8,小八Cheryl,二次元,就吃一口 我就吃一口,4159
https://www.douyu.com/3370058,踢车帮,汽车,踢车帮官方轮播间 全网同步更新,3833
https://www.douyu.com/2398286,杀手kyp,汽车,杀手kyp的直播间,3163
https://www.douyu.com/1279326,大仙二手车讲堂,汽车,知名汽车人.直播教买车。教放套路秘籍,2307
https://www.douyu.com/2957737,老牛精准短线之王,财经,老牛精准短线之王的直播间,60
https://www.douyu.com/1044432,流水丶czws123,财经,实战操盘 针尖战法 超短线客的天堂,65
https://www.douyu.com/1495837,说咦咦咦的老d,财经,[老d]实战...超短线...不多bb,57
https://www.douyu.com/549306,绵羊啃面包,财经,【交易员药丸】昨天痛吗？哈哈哈,2363
https://www.douyu.com/1753630,潘森屠,新游中心,《新游体验团》格罗亚传奇,98
https://www.douyu.com/2976066,休闲手游,新游中心,休闲手游的直播间,98
https://www.douyu.com/530318,liang2774959,新游中心,听着小说地球末日！日常砍柴刷图,96
https://www.douyu.com/3398652,拳皇世界小先锋,新游中心,【新游测试】MT4内测体验,93
https://www.douyu.com/2220270,双创分享集团,科普,双创分享集团项目说明会,280
https://www.douyu.com/2858056,看鉴地理,科普,最刺激的动物交配方式,94
https://www.douyu.com/3417285,FANFANCHICAGO,科普,带你看地球,77
https://www.douyu.com/3117969,大国航空,科普,中国航空报社官方直播间,74
https://www.douyu.com/443012,若森画江湖动漫,视听点评,《换世门生》每周四更新,5397
https://www.douyu.com/2317390,雅宁宁,视听点评,【动漫】-【电影】-【电视剧】24时点播,4800
https://www.douyu.com/xxii,4K超清,视听点评,【4K超清点播】国内外电影，海量佳作！,4703
https://www.douyu.com/580650,nole樾,企鹅直播,直播2017青跆联赛织金站,0
https://www.douyu.com/581696,Warman17,企鹅直播,NBA新赛季30大球星巡礼--唐斯,0
https://www.douyu.com/583170,拼命的折腾,企鹅直播,象棋大世界！小周的快乐生活,0
https://www.douyu.com/586281,gq5628565,企鹅直播,KHL ：北京昆仑鸿星VS鄂木斯克先锋,0
https://www.douyu.com/1479646,鬥鱼丶小白,王者荣耀,带波VX水友上王者，有上车的吗,1万
https://www.douyu.com/2264550,看泽,王者荣耀,第一曹操 鸽子王回来了,2万
https://www.douyu.com/2826495,笑看王者路丶淆宝,王者荣耀,貂蝉专场：办卡带飞，火箭飞机卡房管,4.9万
https://www.douyu.com/3509186,二条i丶,DOTA2,10V10玩到死！,2
https://www.douyu.com/3515597,我也想到碗里去QUQ,DOTA2,我也想到碗里去QUQ的直播间,2
https://www.douyu.com/79001,飞哥不简单,DOTA2,铁拳；dota2；跳伞 三合一,1
https://www.douyu.com/866525,二滩曾牛皮,户外,上山了老铁come,1215
https://www.douyu.com/1159293,爱笑的美美93,户外,大美腿求守护,1215
https://www.douyu.com/1928931,我的卿卿我喜欢,户外,欢迎大家来到山东妹子转盘直播间,1132
https://www.douyu.com/101251,船长说,户外,码头看看情况,1118
https://www.douyu.com/3511438,谈拿回来了咯,穿越火线,谈拿回来了咯的直播间,1
https://www.douyu.com/3511864,白墙上的一点红,穿越火线,胖十赶紧来啊。,1
https://www.douyu.com/603830,美娜爱吃德芙Ms,穿越火线,蹦沙卡拉卡  我要冬眠了·~V●ᴥ●V,0
https://www.douyu.com/1841804,A笑译哥哥,穿越火线,笑译哥哥的直播间,0
https://www.douyu.com/3350422,林奈奈是墨迹鬼,颜值,新人主播 一只爱唱歌的奈奈小仙女,243
https://www.douyu.com/1592148,小又又yuki,颜值,你是我的sunshine吗,328
https://www.douyu.com/1551804,不二凡丶,颜值,没有人能感同身受～,346
https://www.douyu.com/1855155,安安爱吃小桔子,颜值,房管都去谈恋爱了,1897
https://www.douyu.com/731398,IAMJUSTICE,魔兽世界,魔兽世界男播玩！,58
https://www.douyu.com/952926,聚齐莫谢擦干净,魔兽世界,无亲友，要魔兽,58
https://www.douyu.com/2151868,大水牛1313646,魔兽世界,火法熊猫人酱油,58
https://www.douyu.com/1989101,muwojiu,魔兽世界,爆炸风骚武器战,57
https://www.douyu.com/973916,春风不解禁杨花992,DNF,二花：日常深渊解毒毕业 提前播晚上有事~,64
https://www.douyu.com/1415550,哲大大i,DNF,一个被搬砖耽误的职业选手,64
https://www.douyu.com/1772263,红盾大大,DNF,DNF 各职业装备搭配 回答,64
https://www.douyu.com/2106639,luck丶小夏,DNF,我要做搬砖党,64
https://www.douyu.com/3470995,夏雨家,军事,夏雨家仙武修真小说播送室,1
https://www.douyu.com/1615401,日语学习直播课程,鱼教,日语/日语学习零基础学习日语,803
https://www.douyu.com/2330415,hy9351,鱼教,免费带你零基础学日语,699
https://www.douyu.com/2128949,懿涌,鱼教,懿老师淘宝运营课,684
https://www.douyu.com/1343255,好教练文哥,时尚,豪宅工作室组装器械 减脂就用燃脂弹,1504
https://www.douyu.com/510523,社会你十八哥,时尚,牛男雕塑身材,1094
https://www.douyu.com/2171968,沉默以醉对,时尚,一个认真教恋爱的直播间,1078
https://www.douyu.com/shixiaotao,石小陶,数码科技,巅峰前线 活动无止境 攒机也疯狂！！！,1.6万
https://www.douyu.com/740407,新希望数码商城,数码科技,长沙新希望金牌装机  pk217小钢炮,1.2万
https://www.douyu.com/608431,歪果仁研究协会official,数码科技,歪果仁研究协会,2万
https://www.douyu.com/qinelec,轻电科技,数码科技,手机、笔记本、数码深度评测（更新）,1.2万
https://www.douyu.com/douyumomo,漫天都是小末末i,竞速游戏,需要永久雷诺宝石改装的来 每天24点抽,1万
https://www.douyu.com/henike,虾干,风暴英雄,国服狂鼠版本。,3695
https://www.douyu.com/2046501,米线线sama,二次元,难受啊米飞,2476
https://www.douyu.com/1264809,英俊英俊英,二次元,今天有2b小姐姐,1760
https://www.douyu.com/2394401,黑曼巴a81,竞速游戏,你要赢的是你自己~,2204
https://www.douyu.com/1911973,Holy重影,竞速游戏,重影：这游戏好像很冷,2107
https://www.douyu.com/ccshinne,ccshinne,财经,小C-播个寂寞,62
https://www.douyu.com/2629927,古城熊老师,财经,涨涨涨~~~~~~~~~~,59
https://www.douyu.com/3391158,王股利,财经,晟世财经直播,988
https://www.douyu.com/2509571,我走路带风lii,新游中心,我走路带风lii的直播间,88
https://www.douyu.com/3482177,逆天修仙之为你,新游中心,逆天修仙之为你的直播间,84
https://www.douyu.com/2624172,NicerDay,新游中心,荒野行动彩笔一枚,80
https://www.douyu.com/dankeyi,蜂蜜西瓜杰杰娃,科普,E=mc²科普 宇宙 动物 军事 历史,72
https://www.douyu.com/1947711,水晶心的眼泪,科普,其实我也不知道我在干嘛,68
https://www.douyu.com/2601861,liverightnow,科普,liverightnow的直播间,64
https://www.douyu.com/290114,霹雳国际多媒体,视听点评,霹靂天命之仙魔鏖鋒Ⅱ斩魔录,4645
https://www.douyu.com/2275548,菊椒男孩,视听点评,【毒舌电影】菊椒男孩爆笑方言解说,2968
https://www.douyu.com/2995636,郑云工作室,视听点评,内涵 搞笑 短剧，每日更新！,2740
https://www.douyu.com/uppball,向上派,企鹅直播,直播马刺VS快船,0
https://www.douyu.com/npblive,绯村龙二,企鹅直播,直播2017年夏季甲子园大赛决赛  棒球,0
https://www.douyu.com/637330,老李睡的早,企鹅直播,火箭重新升空,0
https://www.douyu.com/2931967,筑梦初始,王者荣耀,百星国服杨戬 筑梦依旧如初,2万
https://www.douyu.com/3070175,王者丶陈老师,王者荣耀,无敌百里玄策！赛季末带水友！,2万
https://www.douyu.com/3117105,兰陵白,王者荣耀,人丑技渣，输出全靠吼！馒头☞嗷,1.8万
https://www.douyu.com/269739,霹雳熊猫丶,DOTA2,最扎实的carry教学！遨游鱼塘~,1
https://www.douyu.com/620765,八块腹肌难,DOTA2,爽会！爽会！,1
https://www.douyu.com/1129437,alitiyu3,DOTA2,WESG2017中国总决赛DOTA2,1
https://www.douyu.com/3099869,繁乱年华,户外,教你追女的正确姿势,1113
https://www.douyu.com/661444,笔触琉璃,户外,快进来把VR女友带回家,1106
https://www.douyu.com/552734,养基场厂长,户外,柯基  你的腿怎么这么短,1104
https://www.douyu.com/3308839,幺妹之剑,户外,转盘只有酒跟可乐 重庆妹子等你来怼,1090
https://www.douyu.com/2068317,折布,穿越火线,折布:定级免费！办卡上分！,0
https://www.douyu.com/2949617,夏钰杰,穿越火线,森杰:初来乍到，请多关照,0
https://www.douyu.com/3508240,听说黄忠是耕田的,穿越火线,新主播~喜欢点一下关注,0
https://www.douyu.com/2253216,塔baby会跳舞,颜值,嘤嘤嘤 爱我你就亲亲我,1177
https://www.douyu.com/3187418,胖瑤,颜值,不知道起啥标题,341
https://www.douyu.com/2002312,大木头CL,颜值,生活不止眼前的苟且还有前任寄来的喜帖,1340
https://www.douyu.com/2667366,莫莫是只小浣熊呀o,颜值,感觉要下雨了,32
https://www.douyu.com/2582404,传说萨姆,魔兽世界,H萨墓一天4-5波 晚上11点散pai,57
https://www.douyu.com/2619318,唯一VVVV,魔兽世界,七煌华哥-M 1-7,57
https://www.douyu.com/2671026,季节胡可沐,魔兽世界,DHT  枯法者何时能翻身,57
https://www.douyu.com/2560532,慕总裁,DNF,增幅增幅。,64
https://www.douyu.com/2299301,TCG吴邪,秘境对决,【吴邪】秘境对决最美主播,6202
https://www.douyu.com/679277,隔壁小陈669,鱼教,3D游戏制作，你值得考虑的一个职业！,635
https://www.douyu.com/1485563,拔拔威武V587,鱼教,是人性泯灭还是道德沦丧？你会怎么做？,538
https://www.douyu.com/1460099,卜公瑾,鱼教,一级消防工程师躺过班,410
https://www.douyu.com/1646596,装修夏大笨,鱼教,中国装修教育第一人,307
https://www.douyu.com/933312,鼻塞头痛君,音乐,实时点唱，高兴就好,40
https://www.douyu.com/jsst,酒神使徒ClassicLi,时尚,直播：第16期主题季5—葡萄酒文化的意义,1022
https://www.douyu.com/1319511,谈资大明星,时尚,谈资大明星的直播间,580
https://www.douyu.com/2418389,缘悭命蹇,时尚,校园恋爱干货，每晚9点准时开启~,124
https://www.douyu.com/2554649,盖世垃圾a,时尚,男人魅力脱单宝典,114
https://www.douyu.com/2667055,嘿丝科技,数码科技,美女撩数码(最新）,1.4万
https://www.douyu.com/3053227,intel至尊地带上海,数码科技,上海百脑汇 英特尔秀场,1.1万
https://www.douyu.com/444146,老姚家毅铭,数码科技,排队装机？我能有什么办法！！！,6421
https://www.douyu.com/652458,重庆刚哥金牌装机店,数码科技,重庆刚哥攒机，配电脑，搞机王,5907
https://www.douyu.com/2354971,RT丶枷蓝,竞速游戏,国服排位浪一浪！,967
https://www.douyu.com/1966130,丁长久飞车包中,竞速游戏,小橘子点灯新一期滴滴,4953
https://www.douyu.com/2700633,夏末dou鱼,竞速游戏,夏末：早上好-。~天凉好个秋，注意保暖~,1818
https://www.douyu.com/timelessX,TimelessXX,风暴英雄,timeles净化天梯环境！！！,2470
https://www.douyu.com/feixu,风暴丶飞絮,风暴英雄,除了瞎玩还会赢,2279
https://www.douyu.com/KissEcho,慕容龍天,风暴英雄,龍天：知名情感主播~倾情奉献,2157
https://www.douyu.com/1275878,暴走漫画,二次元,快进来，看我发现了什么！,6.3万
https://www.douyu.com/2098162,ASMR猫心儿,二次元,想要我的视频吗  直播中,3.6万
https://www.douyu.com/1734515,奶油小团子TuT,二次元,囧儿：我是酷酷的小仙女。 /ω\,1.3万
https://www.douyu.com/ysasmr,最嗨电台丶怡声,二次元,怡声.3D.催眠.助眠.首选,1.2万
https://www.douyu.com/shamani,shamani,竞速游戏,傻吗你：龟仙流跑法 尊师武天老师！,1972
https://www.douyu.com/321987,蒙奇你你你,汽车,（409）斗鱼车评24小时开播,1832
https://www.douyu.com/1944294,优信新车,汽车,2017新车评测,1397
https://www.douyu.com/1700145,表弟亦悠,财经,上市公司财务分析,15
https://www.douyu.com/2852369,交易密码,财经,交易密码的直播间,2684
https://www.douyu.com/2559289,股票老乔解A股,财经,禅心操盘特训—主力持仓量成本分析,2203
https://www.douyu.com/1837662,泽熙操盘术,财经,股市学堂   零基础教学,2110
https://www.douyu.com/3225557,无极道无极,新游中心,巅峰丶王爷【巅峰行会】,78
https://www.douyu.com/3406834,我家有只大煤球,新游中心,怪物弹珠 今晚抽4500联动玉,78
https://www.douyu.com/555330,百砍抹桌帕,新游中心,rust腐蚀拉布拉多坑,76
https://www.douyu.com/274135,生米煮成稀饭,新游中心,西游女儿国手游,75
https://www.douyu.com/huajianyaji,Insight2018,科普,花间雅集  绿色无公害水稻试验地,11
https://www.douyu.com/1534665,侯永振啦,科普,PS/PS摄影后期基础入门,8
https://www.douyu.com/3345159,叨叨爆击,科普,斗地主，打麻将,3
https://www.douyu.com/1746225,豆拌饭点播,视听点评,【豆瓣8.0分】佳片点播ing~,2551
https://www.douyu.com/922564,卖女孩的小白兔,视听点评,【卖女孩】二十四小时经典剧,2516
https://www.douyu.com/1938383,呆萌喵影院,视听点评,坑闺蜜仪式正式启动,2387
https://www.douyu.com/790856,和煦晨风,视听点评,【晨风点播】华语经典青春动作,2341
https://www.douyu.com/653133,邬凯,企鹅直播,Phil Ivey 名人邀请赛,0
https://www.douyu.com/667195,Super丶羊,企鹅直播,欧冠：曼城vs那不勒斯,0
https://www.douyu.com/691314,mkgyg731,企鹅直播,友谊赛 英格兰VS西班牙,0
https://www.douyu.com/715899,分裂的白夜,企鹅直播,观众点歌!主播跳舞！包您满意！,0
https://www.douyu.com/3390139,送指导,王者荣耀,【辅助】换命大神,1.8万
https://www.douyu.com/194383,蘑菇哥哥丶,王者荣耀,"一起血虐青铜, 无敌射射射！",9910
https://www.douyu.com/2683271,活着的鹿无耳,王者荣耀,15岁王者的我苦练花木兰你们呢,9578
https://www.douyu.com/1690502,啊啥名高大上呢,DOTA2,无跳刀无羊刀无虚灵刀米波鱼塘打法,1
https://www.douyu.com/1868639,Txiao7y丶09,DOTA2,欢迎各位东家过来 。,1
